model,utterance_acc,utterance_macro_f1,utterance_macro_auc_ovr,subject_acc,subject_macro_f1,subject_macro_auc_ovr
mobilenet_v2,0.6898241676019452,0.6798407838770536,0.8549956419459693,0.9435897435897437,0.9487018537018539,0.9936067019400354
resnet50,0.7067090659683254,0.6990052808141193,0.8701656942883293,0.9282051282051282,0.9292944092944093,0.9928130511463846
