model,config,smote,merge,test_acc_mean,test_acc_std,macro_f1_mean,macro_f1_std,macro_auc_mean,macro_auc_std,subject_acc_mean,subject_acc_std,subject_f1_mean,subject_f1_std,subject_auc_mean,subject_auc_std
opensmile,compare13,True,True,0.6791435368359089,0.019698638010156033,0.6717922830887034,0.021685847621557838,0.8499754050925924,0.012514677589400655,0.917948717948718,0.027616229780176957,0.9146224146224144,0.03402088213861728,0.9885185185185184,0.005354382331407744
