model,config,smote,merge,test_acc_mean,test_acc_std,macro_f1_mean,macro_f1_std,macro_auc_mean,macro_auc_std,subject_acc_mean,subject_acc_std,subject_f1_mean,subject_f1_std,subject_auc_mean,subject_auc_std
mfcc,mfcc72,True,True,0.5867129826297363,0.02226250267696097,0.5855387773213366,0.022015090319458745,0.7690055459104939,0.01608969958823756,0.7641025641025643,0.039390491014710816,0.7719841269841268,0.039119509855924835,0.9265255731922397,0.01800548267731651
